name,year,song_name,performed_by
For a Few Dollars More,1965,Discovered,
For a Few Dollars More,1965,Slim Murdered,
For a Few Dollars More,1965,Indio & Nino,
For a Few Dollars More,1965,Carillon,
For a Few Dollars More,1965,Indio's Flashback Pt. 2,
For a Few Dollars More,1965,Watch Chimes 2,
For a Few Dollars More,1965,Sixty Seconds To What?,
For a Few Dollars More,1965,"Goodbye, Colonel!",
For a Few Dollars More,1965,Occhio Per Occhio,Maurizio Graf
For a Few Dollars More,1965,Eye For An Eye,Maurizio Graf
For a Few Dollars More,1965,Watch Chimes,
Dangal,2016,Haanikaarak Bapu,
Dangal,2016,Dhaakad,
Dangal,2016,Gilehriyaan,
Dangal,2016,Dangal,
Dangal,2016,Naina,
Dangal,2016,Dhaakad,
Dangal,2016,Idiot Banna,
Downfall,2004,When I Am Laid In Earth,
Downfall,2004,Blutrote Rosen,Marek Weber and Orchestra
Downfall,2004,Davon geht die Welt nicht unter,Zarah Leander
Downfall,2004,Die Blauen Dragoner Sie Reiten,
The Batman,2022,Something In The Way,Nirvana
The Batman,2022,Ave Maria,Paul Dano
Some Like It Hot,1959,Runnin' Wild,
Some Like It Hot,1959,Liebesträume,
Some Like It Hot,1959,Sugar Blues,"Matty Malneck & His Orchestra; George 'Red' Callender, bass; Gene Cipriano, tenor sax for Tony Curtis; Jack Dumont, reeds; Al Hendrickson, ukulele for Marilyn Monroe; Barney Kessel, electric guitar; Shelly Manne, drums; Dave Pell, tenor sax , saxophone coach for Tony Curtis; Art Pepper, alto sax; Leroy Vinnegar, bass; John Williams, piano."
Some Like It Hot,1959,Down Among the Sheltering Palms,Society Syncopators
Some Like It Hot,1959,Randolph Street Rag,
Some Like It Hot,1959,I Wanna Be Loved by You,Marilyn Monroe
Some Like It Hot,1959,Park Avenue Fantasy (Stairway to the Stars),
Some Like It Hot,1959,I'm Thru with Love,Marilyn Monroe
Some Like It Hot,1959,Sweet Georgia Brown,
Some Like It Hot,1959,By the Beautiful Sea,Society Syncopators
Some Like It Hot,1959,Some Like It Hot,"Matty Malneck & His Orchestra; George 'Red' Callender, bass; Gene Cipriano, tenor sax for Tony Curtis; Jack Dumont, reeds; Al Hendrickson, ukulele for Marilyn Monroe; Barney Kessel, electric guitar; Shelly Manne, drums; Dave Pell, tenor sax , saxophone coach for Tony Curtis; Art Pepper, alto sax; Leroy Vinnegar, bass; John Williams, piano."
Some Like It Hot,1959,La Cumparsita,
Some Like It Hot,1959,"Sweet Sue, Just You",
Some Like It Hot,1959,For He's a Jolly Good Fellow,
Some Like It Hot,1959,Sugar Blues - Runnin' Wild,"Matty Malneck & His Orchestra; George 'Red' Callender, bass; Gene Cipriano, tenor sax for Tony Curtis; Jack Dumont, reeds; Al Hendrickson, ukulele for Marilyn Monroe; Barney Kessel, electric guitar; Shelly Manne, drums; Dave Pell, tenor sax , saxophone coach for Tony Curtis; Art Pepper, alto sax; Leroy Vinnegar, bass; John Williams, piano."
The Father,2020,Cold Wind Var. 1 - Day 1,
The Father,2020,Cold Wind Var. 1 - Day 2,
The Father,2020,Low Mist Var. 1 - Day 5,
The Father,2020,Low Mist Var. 2 - Day 1,
The Father,2020,Low Mist Var. 2 - Day 5,
The Father,2020,Cold Wind Var. 2 - Day 4,
The Father,2020,My Journey,
The Father,2020,"King Arthur, or The British Worthy (1691), Act 3: What Power Art Thou?","Andreas Scholl, Accademia Bizantina, Stefano Montanari (p) 2010 Decca Music Group Limited"
The Father,2020,"Norma, Act 1: Casta Diva (Norma, Chorus)",Maria Callas
The Father,2020,Les Pêcheurs de Perles - Romance: Je crois entendre encore,"Cyrille Dubois, L'Orchestre National de Lille, Alexandre Bloch (p) Pentatone Music B.V."
The Father,2020,Hospital Nightmare,David Menke (c) 2019 PDV Records (p) 2019 PDV Records
The Father,2020,Ocean Currents,
The Father,2020,Legends of Rub'al Khali,
The Father,2020,On the Hour,
All About Eve,1950,Liebestraum,
All About Eve,1950,Manhattan,
All About Eve,1950,Poinciana,
All About Eve,1950,Beau Soir,
All About Eve,1950,That Old Black Magic,
All About Eve,1950,Blue Moon,
All About Eve,1950,How About You?,
All About Eve,1950,Stormy Weather (Keeps Rainin' All the Time),
All About Eve,1950,Thou Swell,
All About Eve,1950,Symphony No. 4 in E-flat major (Romantic),
All About Eve,1950,Linger Awhile,
Green Book,2018,That Old Black Magic,
Green Book,2018,Tired of Hanging Around,Bobby Page & The Riff Raffs
Green Book,2018,One Mint Julep,The Clovers
Green Book,2018,Pretty Lil Thing,Sonny Boy Williamson
Green Book,2018,Throw It Out Of Your Mind,Timmy Shaw
Green Book,2018,So Long Lover's Island,The Blue Jays
Green Book,2018,Let Me Feel It,
Green Book,2018,A Letter From My Baby,Timmy Shaw
Green Book,2018,"Goodbye, My Lover, Goodbye",Robert Mosely
Green Book,2018,You Took Advantage of Me,The Blackwells
Green Book,2018,Drifting Heart,
Green Book,2018,What'cha Gonna Do,
Green Book,2018,After You've Gone,
Green Book,2018,Blue Skies,Kris Bowers
Green Book,2018,Lucille,Little Richard
Green Book,2018,Slow Twisting,Chubby Checker
Green Book,2018,Won't Be Long,Aretha Franklin
Green Book,2018,Troubled Romance,
Green Book,2018,Happy Talk,Kris Bowers
Green Book,2018,Ba Da,"Roy ""Boogie Boy"" Perkins"
Green Book,2018,Cookin',Al Casey Combo
Green Book,2018,Dearest One,Jack's Four
Green Book,2018,Go To The Mardi Gras,Henry 'Professor Longhair' Byrd (as Professor Longhair)
Green Book,2018,Yes Your Honor,Roosevelt Nettles
Green Book,2018,Over My Broken Heart,Dave & Don
Green Book,2018,Lullaby Of Birdland,Kris Bowers
Green Book,2018,Why Oh Why,Little Alice
Green Book,2018,Valse Ballet,
Green Book,2018,Water Boy,Kris Bowers
Green Book,2018,I'll Never Let You Go,Sue Winford
Green Book,2018,That Look,
Green Book,2018,Arabesque No.1,
Green Book,2018,I Love My Baby,Bobby Page & The Riff Raffs
Green Book,2018,The Lonesome Road,Kris Bowers
Green Book,2018,O Come All Ye Faithful Jazz Trio,
Green Book,2018,O Christmas Tree,
Green Book,2018,What Child Is This?,
Green Book,2018,Let's Roll,
Green Book,2018,"Étude Op. 25, No. 11 in A minor ('Winter Wind')",
Green Book,2018,Backwoods Blues,
Green Book,2018,Rushin',Banny Price
Green Book,2018,Your Replacement Is Here,
Green Book,2018,Have Yourself A Merry Little Christmas,Frank Sinatra
Green Book,2018,Mmm Love,
Green Book,2018,Tu Scendi Dalle Stelle,
Green Book,2018,Santa Claus is Comin' to Town,Frankie Valli & The Four Seasons
Green Book,2018,The Christmas Song,Nat 'King' Cole
Green Book,2018,The Lonesome Road,Don Shirley
Green Book,2018,Rich Woman,Li'l Millet and His Creoles
The Wolf of Wall Street,2013,Stratton Oakmont,
The Wolf of Wall Street,2013,Dust My Broom,Elmore James
The Wolf of Wall Street,2013,Informercial,
The Wolf of Wall Street,2013,Score from Lifestyles of the Rich and Famous,
The Wolf of Wall Street,2013,Exotic Vacations,
The Wolf of Wall Street,2013,Dust My Blues,Elmore James
The Wolf of Wall Street,2013,Spoonful,Howlin' Wolf
The Wolf of Wall Street,2013,"Mercy, Mercy, Mercy",Cannonball Adderley
The Wolf of Wall Street,2013,Hit Me with Your Rhythm Stick,Ian Dury & The Blockheads
The Wolf of Wall Street,2013,Bang! Bang!,Joe Cuba
The Wolf of Wall Street,2013,Tear It Down,Clyde McCoy
The Wolf of Wall Street,2013,Movin' Out (Anthony's Song),Billy Joel
The Wolf of Wall Street,2013,Surrey with the Fringe on Top,Ahmad Jamal Trio
The Wolf of Wall Street,2013,Road Runner,Bo Diddley
The Wolf of Wall Street,2013,The Stars and Stripes Forever,
The Wolf of Wall Street,2013,Smokestack Lightning,Howlin' Wolf
The Wolf of Wall Street,2013,Double Dutch,Malcolm McLaren
The Wolf of Wall Street,2013,Cloudburst,"Lambert Hendricks & Ross (as Lambert, Hendricks & Ross)"
The Wolf of Wall Street,2013,Insane in the Brain,Cypress Hill
The Wolf of Wall Street,2013,"King Arthur, Act 3: What Power Art Thou","The Monteverdi Choir,"
The Wolf of Wall Street,2013,Steve Madden 'Chick Walker' Commercial,
The Wolf of Wall Street,2013,Never Say Never,Romeo Void
The Wolf of Wall Street,2013,There Is No Greater Love,Ahmad Jamal Trio
The Wolf of Wall Street,2013,Boom Boom,John Lee Hooker
The Wolf of Wall Street,2013,C'est si bon,Eartha Kitt
The Wolf of Wall Street,2013,Give Me Luv,Alcatrazz
The Wolf of Wall Street,2013,Uncontrollable Urge,Devo
The Wolf of Wall Street,2013,Moonlight in Vermont,Ahmad Jamal Trio
The Wolf of Wall Street,2013,Pretty Thing,Bo Diddley
The Wolf of Wall Street,2013,In the Bush,Musique
The Wolf of Wall Street,2013,Can't Help Falling in Love,
The Wolf of Wall Street,2013,Goldfinger,Sharon Jones & The Dap-Kings (as The Dap-Kings)
The Wolf of Wall Street,2013,Baby Got Back,Sir Mix A Lot
The Wolf of Wall Street,2013,Everlong,Foo Fighters
The Wolf of Wall Street,2013,The Oompa Loompa Song,
The Wolf of Wall Street,2013,"Hey Leroy, Your Mama's Callin' You",Jimmy Castor
The Wolf of Wall Street,2013,Sloop John B,Me First and The Gimme Gimmes
The Wolf of Wall Street,2013,Boom Boom Boom,The Outhere Brothers
The Wolf of Wall Street,2013,I Need You Baby (Mona),Bo Diddley
The Wolf of Wall Street,2013,Meth Lab Zoso Sticker,7Horse
The Wolf of Wall Street,2013,Flying High,
The Wolf of Wall Street,2013,I'm Popeye the Sailor Man,
The Wolf of Wall Street,2013,Get Us Down,
The Wolf of Wall Street,2013,I Don't Want to Walk Without You,
The Wolf of Wall Street,2013,Dream Lover,
The Wolf of Wall Street,2013,Score,
The Wolf of Wall Street,2013,One Step Beyond,Inspecter 7
The Wolf of Wall Street,2013,Hip Hop Hooray,Naughty By Nature
The Wolf of Wall Street,2013,Wednesday Night Prayer Meeting,Charles Mingus
The Wolf of Wall Street,2013,Gloria,Umberto Tozzi
The Wolf of Wall Street,2013,Ça Plane Pour Moi,Plastic Bertrand
The Wolf of Wall Street,2013,Cast Your Fate to the Wind,Allen Toussaint
The Wolf of Wall Street,2013,Mrs. Robinson,The Lemonheads
The Wolf of Wall Street,2013,The Money Chant,Robbie Robertson and Matthew McConaughey
Unforgiven,1992,Claudia's Song,
Casino,1995,J.S. Bach Matthäuspassion BMV,the Chicago Symphony Orchestra
Casino,1995,Zooma Zooma,Louis Prima
Casino,1995,Moonglow,
Casino,1995,You're Nobody 'Til Somebody Loves You,Dean Martin
Casino,1995,"Sing, Sing, Sing (With a Swing)",
Casino,1995,7-11 (aka Mambo #5),The Gone All Stars
Casino,1995,Hoochie Coochie Man,Muddy Waters
Casino,1995,Fa-Fa-Fa-Fa-Fa (Sad Song),Otis Redding
Casino,1995,Long Long While,The Rolling Stones
Casino,1995,(I Can't Get No) Satisfaction,The Rolling Stones
Casino,1995,The 'In' Crowd,Ramsey Lewis
Casino,1995,The 'In' Crowd,Dobie Gray
Casino,1995,Compared To What,Les McCann & Eddie Harris
Casino,1995,Slippin' and Slidin',Little Richard
Casino,1995,Love Is Strange,Mickey & Sylvia (as Mickey and Sylvia)
Casino,1995,Heart of Stone,The Rolling Stones
Casino,1995,Love Is The Drug,Roxy Music
Casino,1995,Nel Blu Dipinto Di Blu (Volare),
Casino,1995,Takes Two to Tango,Ray Charles & Betty Carter
Casino,1995,How High The Moon,Les Paul & Mary Ford
Casino,1995,I Ain't Superstitious,Jeff Beck
Casino,1995,Happy Birthday to You,
Casino,1995,Working In The Coal Mine,Lee Dorsey
Casino,1995,Unforgettable,Dinah Washington
Casino,1995,Stardust,
Casino,1995,Stardust,
Casino,1995,What A Difference A Day Makes,Dinah Washington
Casino,1995,I'll Take You There,The Staple Singers
Casino,1995,Love Me the Way I Love You,Jerry Vale
Casino,1995,Let's Start All Over Again,The Paragons
Casino,1995,Sweet Virginia,The Rolling Stones
Casino,1995,Basin Street Blues/When It's Sleepy Time Down South,Louis Prima
Casino,1995,Stella By Starlight,Ray Charles
Casino,1995,Boogaloo Down Broadway,The Fantastic Johnny C
Casino,1995,Sweet Dreams,Emmylou Harris
Casino,1995,Can't You Hear Me Knocking,The Rolling Stones
Casino,1995,Toad,Cream
Casino,1995,Those Were The Days,Cream
Casino,1995,Hurt,
Casino,1995,The Glory of Love,The Velvetones
Casino,1995,Nights In White Satin,The Moody Blues
Casino,1995,Walk On The Wild Side,Jimmy Smith
Casino,1995,Gimme Shelter,The Rolling Stones
Casino,1995,Gimme Shelter,The Rolling Stones
Casino,1995,EEE-O Eleven,Sammy Davis Jr.
Casino,1995,I'll Walk Alone,Don Cornell
Casino,1995,Sunrise,the Chicago Symphony Orchestra
Casino,1995,That's the Way I Like It,
Casino,1995,Venus,
Casino,1995,Flight of the Bumblebee,Jascha Heifetz
Casino,1995,Theme de Camille,
Casino,1995,Whip It,Devo
Casino,1995,Ain't Got No Home,
Casino,1995,I'm Sorry,Brenda Lee
Casino,1995,Without You,Harry Nilsson
Casino,1995,Go Your Own Way,Fleetwood Mac
Casino,1995,I'm Confessin' (That I Love You),Louis Prima & Keely Smith
Casino,1995,The Thrill Is Gone,B.B. King
Casino,1995,(I Can't Get No) Satisfaction,Devo
Casino,1995,Who Can I Turn To (When Nobody Needs Me),Tony Bennett
Casino,1995,Harbor Lights,The Platters
Casino,1995,The House of the Rising Sun,The Animals
Judgment at Nuremberg,1961,Lili Marleen,
Judgment at Nuremberg,1961,Liebeslied,
Judgment at Nuremberg,1961,Wenn wir marschieren,
Judgment at Nuremberg,1961,Care for Me,
Judgment at Nuremberg,1961,Notre amour ne peur,
Judgment at Nuremberg,1961,"Du, du liegst mir im Herzen",
Judgment at Nuremberg,1961,"Piano Sonata No. 8 in C minor, Op. 13",
Pan's Labyrinth,2006,"Long, Long Time Ago/Hace mucho, mucho tiempo",
Pan's Labyrinth,2006,The Labyrinth/El laberinto,
Pan's Labyrinth,2006,"Rose, Dragon/La rosa y el dragón",
Pan's Labyrinth,2006,The Fairy and the Labyrinth/El hada y el laberinto,
Pan's Labyrinth,2006,Three Trials/Las tres pruebas,
Pan's Labyrinth,2006,The Moribund Tree and the Toad/El árbol que muere y el sapo,
Pan's Labyrinth,2006,Guerilleros,
Pan's Labyrinth,2006,A Book of Blood/El libro de sangre,
Pan's Labyrinth,2006,Mercedes Lullaby/Nana de Mercedes,
Pan's Labyrinth,2006,The Refuge/El refugio,
Pan's Labyrinth,2006,Not Human/El que no es humano,
Pan's Labyrinth,2006,The River/El río,
Pan's Labyrinth,2006,A Tale/Un cuento,
Pan's Labyrinth,2006,Deep Forest/Bosque profundo,
Pan's Labyrinth,2006,Waltz of the Mandrake/Vals de la mandrágora,
Pan's Labyrinth,2006,The Funeral/El funeral,
Pan's Labyrinth,2006,Mercedes,
Pan's Labyrinth,2006,Pan and the Full Moon/La luna llena y el Fauno,
Pan's Labyrinth,2006,Ofelia,
Pan's Labyrinth,2006,A Princess/Una princesa,
Pan's Labyrinth,2006,Pan's Labyrinth Lullaby/Nana del laberinto del Fauno,
Pan's Labyrinth,2006,Soy un pobre presidiario,
Pan's Labyrinth,2006,En los jardines de Granada,Rafael Medina
Pan's Labyrinth,2006,"Just A Short Time After (Reconstruction pt. 1, 2)","The Landau Orchestra Milan Records, 2007"
A Beautiful Mind,2001,All Love Can Be,Charlotte Church
A Beautiful Mind,2001,Columba aspexit,Emma Kirkby and Gothic Voices
A Beautiful Mind,2001,"Piano Sonata No. 11 in A Major, K. 331",
A Beautiful Mind,2001,A Lonely Tear,
The Sixth Sense,1999,I Fall In Love Too Easily,Chet Baker
The Sixth Sense,1999,Come See About Me,The Supremes
The Sixth Sense,1999,Head,Tin Star
The Sixth Sense,1999,Space Cocktail,Laurent Lombard
The Sixth Sense,1999,Unknown Rider,Second Coming
The Sixth Sense,1999,"Piano Quintet in A Major, Op. 32, D.667, 'Trout' Andante (Tema con Variazoni)",The Colorado String Quartet
The Sixth Sense,1999,Crazy Girl,
Monty Python and the Holy Grail,1975,Camelot Song (Knights of the Round Table),
Monty Python and the Holy Grail,1975,He's Going to Tell,
Monty Python and the Holy Grail,1975,Big Country,
Monty Python and the Holy Grail,1975,Homeward Bound,
Monty Python and the Holy Grail,1975,God Choir,
Monty Python and the Holy Grail,1975,Fanfare,
Monty Python and the Holy Grail,1975,Sunrise Music,
Monty Python and the Holy Grail,1975,Knights of Ni,
Monty Python and the Holy Grail,1975,Sir Robin's Song,
Monty Python and the Holy Grail,1975,Magenta,
Monty Python and the Holy Grail,1975,Love Theme,
Monty Python and the Holy Grail,1975,Starlet in the Starlight,
Monty Python and the Holy Grail,1975,Monks Chant,
Monty Python and the Holy Grail,1975,The Promised Land,
Monty Python and the Holy Grail,1975,Ice Floe 9,
Monty Python and the Holy Grail,1975,Flying Messenger,
Monty Python and the Holy Grail,1975,Countrywide,
Monty Python and the Holy Grail,1975,Desperation,
There Will Be Blood,2007,Popcorn Superhet Receiver,BBC Concert Orchestra (as The BBC Concert Orchestra)
There Will Be Blood,2007,Violin Concerto in D Major Op.77:3. Vivace Non Troppo,Berliner Philharmoniker
There Will Be Blood,2007,Smear,London Sinfonietta (as The London Sinfonietta)
There Will Be Blood,2007,Pärt: Fratres for Cello and Piano,"I Fiamminghi (as I Fiamminghi, The Orchestra of Flanders)"
There Will Be Blood,2007,What a Friend We Have in Jesus,Church of the Third Revelation
There Will Be Blood,2007,There Is Power in the Blood,Church of the Third Revelation
There Will Be Blood,2007,Gradh Geal Mo Chridh,
The Truman Show,1998,"Piano Sonata No. 11 in A Major (K. 331) (300), Third Movement: Alla Turca","Wilhelm Kempff, piano"
The Truman Show,1998,The Beginning,
The Truman Show,1998,Living Waters,
The Truman Show,1998,Anthem - Part 1,
The Truman Show,1998,Opening,
The Truman Show,1998,Twentieth Century Boy,The Big Six
The Truman Show,1998,"Piano Concerto No. 1 in E Minor, Opus 11: Second Movement: 'Romance - Larghetto'",Artur Rubinstein
The Truman Show,1998,Scales to America,"David Hirschfelder and Orchestra Mary Doumany, Harp"
The Truman Show,1998,"Horn Concerto No. 1 in D Major (K412), First Movement: Allegro",Philharmonia Baroque Orchestra
The Truman Show,1998,Love Is Just Around the Corner,Jackie Davis
The Truman Show,1998,Wiegenlied (Lullaby),
The Truman Show,1998,Underground,
The Truman Show,1998,Father Kolbe's Preaching,Polish State Philharmonic Orchestra (as Orchestre Philharmonique National de Pologne)
The Truman Show,1998,Truman Sleeps,Philip Glass
The Truman Show,1998,Raising the Sail,Burkhard von Dallwitz
The Truman Show,1998,It's a Life,Burkhard von Dallwitz
The Truman Show,1998,Anthem - Part 2,Philip Glass
The Treasure of the Sierra Madre,1948,Believe Me If All Those Endearing Young Charms,
Shutter Island,2010,Lontano,Berliner Philharmoniker (as Berlin Philharmonic)
Shutter Island,2010,Fog Tropes,Orchestra of St. Luke's (as Orchestra of St. Lukes)
Shutter Island,2010,Symphony No. 3: Passacaglia - Allegro moderato,Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach (as National Polish Radio Symphony)
Shutter Island,2010,Music for Marcel Duchamp,Philipp Vandré
Shutter Island,2010,Hommage á John Cage,
Shutter Island,2010,Quattro Pezzi,ORF Radio-Symphonieorchester Wien (as Vienna Radio Symphony Orchestra)
Shutter Island,2010,Lontano,Wiener Philharmoniker
Shutter Island,2010,Rothko Chapel 2,UC Berkeley Chamber Chorus
Shutter Island,2010,On the Nature of Daylight,
Shutter Island,2010,Uaxuctum: The Legend of the Mayan City Which They Themselves Destroyed for Religious Reasons,ORF Radio-Symphonieorchester Wien (as Vienna Radio Symphony Orchestra)
Shutter Island,2010,Pacific Sirens,Cleveland Chamber Symphony
Shutter Island,2010,The Lost Day,
Shutter Island,2010,Four Hymns: II for Cello and Double Bass,Torleif Thedeen (as Torleif Thedéen) & Entcho Radoukanov
Shutter Island,2010,Lizard Point,Brian Eno
Shutter Island,2010,Suite for Symphonic Strings: Nocturne,The New Professionals Orchestra
Shutter Island,2010,Christian Zeal and Activity,San Francisco Symphony (as The San Francisco Symphony)
Shutter Island,2010,Root of an Unfocus,Boris Berman
Shutter Island,2010,Fluorescences,Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach (as National Polish Radio Symphony)
Shutter Island,2010,My Father Knew Charles Ives: The Lake,'B.B.C. Symphony Orchestra' (as BBC Symphony Orchestra)
Shutter Island,2010,Fragor,
Shutter Island,2010,Prelude - The Bay,
Shutter Island,2010,Two Etudes Harmonies,Hans-Ola Ericsson
Shutter Island,2010,Quartet for Piano and Strings in A minor,Prazak Quartet
Shutter Island,2010,Quartet for Piano and Strings in A minor,Christopher Hoffman [Heard on phonograph in commandant's office in Dachau]
Shutter Island,2010,Cry,Johnnie Ray
Shutter Island,2010,Wheel of Fortune,Kay Starr
Shutter Island,2010,Tomorrow Night,Lonnie Johnson
Shutter Island,2010,On the Nature of Daylight,
Shutter Island,2010,This Bitter Earth,Dinah Washington
Rashomon,1950,Woman's Tale Theme (Bolero),
Jurassic Park,1993,Las Gaviotas,The Madacy Mariachi Band
Kill Bill: Vol. 1,2003,Bang Bang (My Baby Shot Me Down),Nancy Sinatra
Kill Bill: Vol. 1,2003,Music Box Dancer,
Kill Bill: Vol. 1,2003,Armundo,David Allen Young
Kill Bill: Vol. 1,2003,Ironside,Quincy Jones
Kill Bill: Vol. 1,2003,Twisted Nerve,Bernard Herrmann
Kill Bill: Vol. 1,2003,That Certain Female,Charlie Feathers
Kill Bill: Vol. 1,2003,Truck Turner,Isaac Hayes
Kill Bill: Vol. 1,2003,Seven Notes in Black,Vince Tempera & Orchestra
Kill Bill: Vol. 1,2003,"Il Grande Duello / The Grand Duel, A (Mix II)",Luis Bacalov
Kill Bill: Vol. 1,2003,I Lunghi Gioni Della Vendetta / The Long Day of Vengeance,Armando Trovajoli
Kill Bill: Vol. 1,2003,"Il Grande Duello / The Grand Duel, M10",Luis Bacalov
Kill Bill: Vol. 1,2003,Wound That Heals,Salyu (as Lily Chou-Chou)
Kill Bill: Vol. 1,2003,Il Grande Duello / The Grand Duel - (Parte Prima),Luis Bacalov
Kill Bill: Vol. 1,2003,Run Fay Run,Isaac Hayes
Kill Bill: Vol. 1,2003,Green Hornet,Al Hirt
Kill Bill: Vol. 1,2003,The Lonely Shepherd,Gheorghe Zamfir
Kill Bill: Vol. 1,2003,I Walk Like Jayne Mansfield,The 5.6.7.8's
Kill Bill: Vol. 1,2003,Urami-Bushi,Meiko Kaji
Kill Bill: Vol. 1,2003,Woo Hoo,The 5.6.7.8's
Kill Bill: Vol. 1,2003,Battle Without Honor or Humanity,Tomoyasu Hotei
Kill Bill: Vol. 1,2003,I Giorni Dell'ira,Riz Ortolani
Kill Bill: Vol. 1,2003,I'm Blue,The 5.6.7.8's
Kill Bill: Vol. 1,2003,Super 16,Neu! (as NEU!)
Kill Bill: Vol. 1,2003,Death Rides a Horse,Ennio Morricone
Kill Bill: Vol. 1,2003,Champions of Death,
Kill Bill: Vol. 1,2003,White Lightning,Charles Bernstein
Kill Bill: Vol. 1,2003,Police Check Point,Harry Betts
Kill Bill: Vol. 1,2003,Don't Let Me Be Misunderstood / Esmeralda Suite,Santa Esmeralda
Kill Bill: Vol. 1,2003,Nobody But Me,The Human Beinz
Kill Bill: Vol. 1,2003,Flower of Carnage (Shura No Hana),Meiko Kaji
Kill Bill: Vol. 1,2003,Yagyu Conspiracy,Toshiaki Tsushima
Kill Bill: Vol. 1,2003,Auld Lang Syne,
Finding Nemo,2003,The Girl from Ipanema,
Finding Nemo,2003,Psycho (The Murder),
Finding Nemo,2003,Fandango,
Finding Nemo,2003,Beyond the Sea,Robbie Williams
Finding Nemo,2003,Just Keep Swimming,
Finding Nemo,2003,"Twinkle, Twinkle, Little Star",
No Country for Old Men,2007,Puño de tierra,"Angel H. Alvarado Jr., David A. Gomez, Milton Hernandez and John Mancha"
No Country for Old Men,2007,Las mañanitas,Lola Beltrán
No Country for Old Men,2007,Young Men Dead,The Black Angels
Raging Bull,1980,Cavalleria rusticana: Intermezzo,Orchestra del Teatro Comunale di Bologna (as Orchestra of Bologna Municop Thetra)
Raging Bull,1980,Guglielmo Ratcliff: Intermezzo,Orchestra del Teatro Comunale di Bologna (as Orchestra of Bologna Municop Thetra)
Raging Bull,1980,Silvano: Barcarolle,Orchestra del Teatro Comunale di Bologna (as Orchestra of Bologna Municop Thetra)
Raging Bull,1980,At Last,
Raging Bull,1980,A New Kind of Love,
Raging Bull,1980,Webster Hall,
Raging Bull,1980,Vivere,Carlo Buti
Raging Bull,1980,Stornelli Fiorentini,Carlo Buti
Raging Bull,1980,Scapricciatiello (Infatuation),Renato Carosone
Raging Bull,1980,Turi Giuliano,Orazio Strano
Raging Bull,1980,Cow Cow Boogie,Ella Fitzgerald and The Ink Spots
Raging Bull,1980,Whispering Grass,The Ink Spots
Raging Bull,1980,Stone Cold Dead in the Market,Ella Fitzgerald and Louis Jordan
Raging Bull,1980,Till Then,The Mills Brothers
Raging Bull,1980,Big Noise from Winnetka,Bob Crosby and the Bobcats
Raging Bull,1980,Heartaches,Ted Weems
Raging Bull,1980,Do I Worry,The Ink Spots
Raging Bull,1980,Two O'Clock Jump,Harry James
Raging Bull,1980,Drum Boogie,Gene Krupa
Raging Bull,1980,All or Nothing at All,Harry James
Raging Bull,1980,Blue Velvet,Tony Bennett
Raging Bull,1980,Flash,Harry James
Raging Bull,1980,Jersey Bounce,Benny Goodman
Raging Bull,1980,Come Fly with Me,Frank Sinatra (uncredited)
Raging Bull,1980,Mona Lisa,Nat 'King' Cole
Raging Bull,1980,I Ain't Got Nobody,Louis Prima and Keely Smith
Raging Bull,1980,Nao tenho lagrimas,Patricio Teixeira
Raging Bull,1980,Prisoner of Love,Perry Como
Raging Bull,1980,Prisoner of Love,Russ Columbo
Raging Bull,1980,Frenesi,Artie Shaw
Raging Bull,1980,My Reverie,Larry Clinton and His Orchestra
Raging Bull,1980,Just One More Chance,
Raging Bull,1980,That's My Desire,
Raging Bull,1980,"Bye, Bye Baby",Marilyn Monroe
Raging Bull,1980,Lonely Nights,The Hearts
Raging Bull,1980,Tell the Truth,Ray Charles
Raging Bull,1980,Of Mice and Men,
The Elephant Man,1980,"Adagio for Strings, Op. 11",London Symphony Orchestra
V for Vendetta,2005,The Beginning... At Last,
V for Vendetta,2005,Cry Me a River,Julie London
V for Vendetta,2005,The Girl from Ipanema,"Stan Getz, Astrud Gilberto and João Gilberto Featuring Antonio Carlos Jobim"
V for Vendetta,2005,The Duel,
V for Vendetta,2005,Love Theme and End TItle,
V for Vendetta,2005,Corcovado - Quiet Nights of Quiet Stars,"Stan Getz, Astrud Gilberto and João Gilberto Featuring Antonio Carlos Jobim"
V for Vendetta,2005,Yakety Sax,
V for Vendetta,2005,I Found a Reason,Cat Power
V for Vendetta,2005,Long Black Train,
V for Vendetta,2005,Bird Gerhl,Antony and the Johnsons
V for Vendetta,2005,Street Fighting Man,The Rolling Stones
V for Vendetta,2005,Bkab,
V for Vendetta,2005,Out of Sight,Spiritualized
V for Vendetta,2005,1812 Overture,
Gone with the Wind,1939,Selznick International Theme,
Gone with the Wind,1939,(I Wish I Was in) Dixie's Land,
Gone with the Wind,1939,Katie Belle,
Gone with the Wind,1939,Under the Willow She's Sleeping,
Gone with the Wind,1939,Lou'siana Belle,
Gone with the Wind,1939,Dolly Day,
Gone with the Wind,1939,Ring de Banjo,
Gone with the Wind,1939,Sweet and Low,
Gone with the Wind,1939,Ye Cavaliers of Dixie,
Gone with the Wind,1939,Taps,
Gone with the Wind,1939,Massa's in de Cold Ground,
Gone with the Wind,1939,"Maryland, My Maryland",
Gone with the Wind,1939,Irish Washerwoman,
Gone with the Wind,1939,Garryowen,
Gone with the Wind,1939,When Johnny Comes Marching Home,
